Index,X.name,z,Flux1.100m,Energy_Flux100,Significance,Variability_Index,Frac_Variability,Highest_Energy,nu,nufnu,PL_Index,Pivot_Energy,LP_Index,LP_beta,Gaia_G_Magnitude,Label
145,4FGL J0057.3+2216,NA,1.50E-10,2.26E-12,5.3483696,13.038767,0.39925984,NA,3.63E+12,2.36E-13,2.2262154,1667.181,2.034954,0.2153743,20.189245,bcu
146,4FGL J0057.7+3023,0.016485,2.75E-10,3.92E-12,9.630762,8.811301,0,NA,4.07E+13,3.19E-12,2.3742213,1063.2654,2.3983154,-0.029270882,NA,rdg
147,4FGL J0058.0-0539,1.2456,4.12E-10,6.11E-12,13.591805,55.397003,0.53594977,60.4375,3.63E+12,7.97E-13,2.45726,870.5273,2.4435415,0.02553405,18.4109,fsrq
148,4FGL J0058.0-3233,NA,1.40E-09,1.24E-11,39.949574,66.113235,0.3406405,27.1647,3.63E+13,2.18E-12,2.1080673,993.8296,1.9158047,0.14846759,17.0885,bll
149,4FGL J0058.3+1723,NA,5.50E-11,4.38E-12,4.225952,7.5024614,0,51.3791,2.00E+16,1.04E-12,1.6250492,9716.53,1.4172249,0.28999045,19.8125,bll
150,4FGL J0058.4+3315,1.369,2.18E-10,3.06E-12,8.211488,79.385796,1.3434004,18.0281,9.89E+12,4.80E-13,2.3432217,1297.756,2.3017433,0.032184698,NA,fsrq
151,4FGL J0058.6-1140,NA,1.21E-10,1.41E-12,5.2446885,6.836621,0,83.2255,NA,NA,2.1070924,2718.2024,2.0988638,-0.038945217,NA,bcu
152,4FGL J0059.2+0006,0.719017,1.72E-10,2.38E-12,6.2444015,11.865838,0.30583,NA,1.78E+13,1.62E-12,2.3763874,1449.26,2.3754966,0.00013637,17.4617,fsrq
153,4FGL J0059.3-0152,0.144,2.22E-10,2.56E-12,10.346474,8.876599,0,97.8648,9.23E+16,2.47E-12,1.8054401,4984.308,1.6430991,0.125831,18.2471,bll
154,4FGL J0059.5-3512,NA,1.38E-10,1.85E-12,7.8633814,14.825935,0.47803748,NA,NA,NA,1.9390283,3031.2673,1.5547608,0.41747433,18.5638,bll
155,4FGL J0059.5-3338,0.874,8.75E-11,1.85E-12,4.7488103,14.191076,0.50629276,NA,1.48E+13,2.20E-13,2.8083227,531.86536,2.8064938,-0.015910758,NA,fsrq
156,4FGL J0100.3+0745,NA,1.65E-09,1.31E-11,40.04401,42.31318,0.2806635,38.5405,3.80E+14,4.87E-13,1.9098004,1592.8945,1.6839303,0.15141016,NA,bll
157,4FGL J0101.0-0059,0.67,1.57E-10,2.09E-12,5.9079223,13.592396,0.3249546,NA,1.58E+14,8.06E-13,2.3781888,1628.8081,2.3888803,-0.009977773,19.0019,bll
158,4FGL J0101.7-5455,NA,6.22E-11,9.32E-13,5.9974093,5.0168514,0,71.7867,NA,NA,1.6367198,9241.819,1.4268727,0.19879729,NA,bcu
159,4FGL J0101.8-7543,1.017,8.67E-11,2.91E-12,3.669401,6.1801143,0,NA,NA,NA,2.7899492,519.01465,2.8211377,-0.049035013,NA,fsrq
160,4FGL J0102.0+1639,NA,1.58E-10,1.85E-12,5.973671,13.559554,0.29708877,NA,1.74E+13,5.24E-13,2.234612,1879.3787,2.0393407,0.20584406,20.5206,bcu
161,4FGL J0102.4+4214,0.874,3.71E-10,7.91E-12,15.736738,136.27885,0.86177075,NA,6.38E+13,1.30E-12,2.6797183,509.37625,2.6228461,0.15485987,19.9969,fsrq
162,4FGL J0102.4+0942,0.42,1.88E-10,2.29E-12,6.76346,12.01164,0.24041417,67.2692,NA,NA,1.9697081,4462.078,1.749687,0.14761876,18.7705,bcu
163,4FGL J0102.6-5639,NA,1.54E-10,2.25E-12,6.516149,13.957726,0.39709577,14.0388,2.42E+13,2.57E-13,2.0922022,3064.938,1.9755791,0.120559104,NA,bcu
164,4FGL J0102.7-2001,0.38,5.76E-11,9.89E-13,5.3190765,12.808932,0,54.0141,1.07E+16,3.11E-12,1.5984182,10026.008,0.8838208,0.67983896,18.824,bcu
165,4FGL J0103.1+4954,NA,1.62E-10,3.10E-12,5.203462,10.540156,0.28291258,NA,NA,NA,2.734197,717.4907,2.7208214,0.08780076,20.5872,bcu
166,4FGL J0103.5+1526,0.246,1.74E-10,2.34E-12,5.5802536,3.8759549,0,59.4188,NA,NA,2.2414632,1762.208,2.2239242,0.027656414,19.0674,bll
167,4FGL J0103.8+1321,0.49,2.45E-10,3.54E-12,9.394154,36.142384,0.8332264,45.4329,NA,NA,2.0816712,2306.4539,1.9321544,0.107831635,NA,bll
168,4FGL J0104.8-2416,1.747,3.31E-10,6.50E-12,15.514584,82.026115,0.6737287,NA,1.46E+12,1.48E-12,2.5919423,556.16895,2.5304377,0.102076694,18.883,fsrq
169,4FGL J0105.1+3929,0.44,4.65E-10,6.63E-12,16.354897,80.30953,0.7974271,18.85,2.51E+13,4.20E-12,2.304167,1082.8376,2.2339084,0.08172605,19.0637,bll
170,4FGL J0106.9-4832,NA,9.77E-11,1.10E-12,5.3692327,10.403885,0,NA,1.40E+13,2.68E-13,2.3158007,1469.3046,2.4617438,-0.07735621,NA,bcu
171,4FGL J0107.3-1210,NA,2.05E-10,2.74E-12,7.6214123,18.342236,0.4874176,NA,2.72E+14,6.81E-13,2.288034,1369.3246,2.277586,0.08903499,18.8612,bcu
172,4FGL J0107.4+0334,NA,1.82E-10,2.74E-12,7.029076,34.48473,0.78167397,16.8265,2.29E+13,2.39E-13,2.3538492,1693.7655,2.4235396,-0.055053283,18.710152,bll
173,4FGL J0108.1-0039,1.374626,1.96E-10,3.89E-12,7.963835,11.179421,0.26004556,NA,1.01E+13,1.26E-12,2.743876,680.9359,2.7065592,0.09156337,17.4727,fsrq
174,4FGL J0108.6+0134,2.099,1.10E-08,1.16E-10,167.52182,6428.1445,0.8217476,32.2949,3.25E+12,6.04E-12,2.3618586,508.14914,2.2844024,0.10178678,17.7533,fsrq
175,4FGL J0109.1+1815,0.145,7.02E-10,7.25E-12,21.570751,8.637887,0,78.5865,2.40E+14,3.03E-12,2.1103554,1572.5552,2.0484786,0.062079858,16.9435,bll
176,4FGL J0109.3+2401,NA,1.61E-10,2.00E-12,6.050172,20.130144,0.76329255,14.9048,3.31E+14,4.00E-13,2.1986058,2530.3523,2.2381473,-0.030836057,20.0715,bcu
177,4FGL J0110.0-4019,0.313,1.60E-10,2.28E-12,9.365995,19.406181,0.49937662,35.6196,2.02E+16,1.60E-12,1.8152498,3930.7288,1.6957281,0.13271405,18.4056,bll
178,4FGL J0110.2+4151,0.096,6.89E-11,2.58E-11,5.0911503,14.97098,0,126.401,3.89E+15,5.36E-12,1.6552483,11470.652,1.6427437,0.018502885,18.434807,bll
179,4FGL J0110.7-1254,0.234,2.18E-10,2.46E-12,9.238628,7.6009054,0,93.0724,1.00E+17,1.94E-12,2.0305126,2793.2805,2.0392933,-0.022025993,18.9353,bll
180,4FGL J0110.9+4344,NA,1.81E-10,1.70E-12,6.5840945,18.480736,0.60535365,NA,2.99E+14,3.44E-13,2.2594552,1870.1227,2.2587316,0.005596157,NA,bcu
181,4FGL J0111.4+0534,0.346,1.05E-10,1.63E-12,4.6771083,14.583126,0,37.8643,3.02E+14,5.63E-13,1.916776,4545.919,1.8181016,0.13303283,19.4289,bll
182,4FGL J0111.5-2546,NA,1.18E-10,1.83E-12,5.294384,25.234755,0.86636883,NA,3.98E+14,8.68E-14,2.3997037,1171.5215,2.133579,0.19240168,19.8412,bcu
183,4FGL J0112.0-6634,1.1888,1.83E-10,3.73E-12,10.881601,24.544228,0.37844333,NA,5.89E+12,9.08E-13,2.727102,501.89084,2.6754267,0.11739218,17.6358,fsrq
184,4FGL J0112.1+2245,0.265,7.98E-09,7.51E-11,126.49016,423.79636,0.29828748,119.121,6.43E+13,1.58E-11,2.0853996,755.25354,2.0057313,0.057088297,14.8274,BLL
185,4FGL J0112.1-0321,0.77177,2.48E-10,3.49E-12,8.669299,20.31522,0.4096838,NA,3.02E+14,4.91E-13,2.5255811,744.41296,2.4799507,0.1411398,NA,fsrq
186,4FGL J0112.6-3158,NA,8.32E-11,3.49E-12,4.641586,11.83069,0,NA,3.72E+14,2.23E-13,1.9291226,3693.0947,1.381114,0.730005,20.188063,bll
187,4FGL J0112.8-7506,NA,3.22E-10,2.04E-12,13.739936,8.235726,0,11.3354,5.56E+14,8.42E-13,2.0239904,2789.082,1.7887243,0.21811542,18.5844,bll
188,4FGL J0112.8+3208,0.603,2.76E-09,3.01E-11,67.6126,1040.7771,0.7578517,32.0247,7.33E+12,1.22E-11,2.3405662,500.2178,2.25158,0.06694947,18.0118,fsrq
189,4FGL J0113.1-3553,1.22,4.44E-10,3.53E-12,19.716494,161.09264,0.9551538,17.1555,6.31E+12,1.34E-12,2.4037652,757.01025,2.3358436,0.0893292,18.8539,fsrq
190,4FGL J0113.4+4948,0.389,1.68E-09,1.20E-11,38.31345,463.39682,1.0099088,46.2684,2.09E+13,3.97E-12,2.2192433,991.5856,2.134458,0.06875474,18.2197,fsrq
191,4FGL J0113.7+0225,0.047,2.35E-10,3.15E-12,7.9768496,14.246181,0.3359937,10.8829,1.91E+13,1.65E-12,2.4827306,1426.6522,2.5182672,-0.026831115,17.2475,bll
192,4FGL J0114.8+1326,0.583,1.11E-09,1.28E-11,31.45139,48.33648,0.32016727,98.9298,6.31E+14,2.04E-12,2.106443,1461.2761,2.1036708,0.002630385,17.1067,bll
193,4FGL J0114.9-3400,0.48,1.30E-10,1.74E-12,9.082215,16.479568,0.6211402,69.3693,3.31E+14,3.59E-13,1.7209529,7169.9624,1.7517089,-0.031371165,NA,bll
194,4FGL J0115.1+2622,NA,1.60E-10,2.02E-12,5.36327,26.459324,0.75372,NA,1.20E+14,5.07E-13,2.211382,2453.4875,2.2880497,-0.055971645,NA,bcu
195,4FGL J0115.1-0129,1.365,2.44E-10,4.88E-12,10.11243,49.472595,0.7095524,NA,2.51E+12,1.58E-12,2.7212763,573.66925,2.7141461,0.09997107,17.9156,fsrq
196,4FGL J0115.6+0356,NA,1.27E-09,1.37E-11,34.175983,17.95507,0.14919125,51.8623,5.20E+14,2.11E-12,2.0838225,1548.2242,2.011855,0.07083929,17.6046,bll
197,4FGL J0115.8+2519,0.358,1.72E-09,1.23E-11,42.778934,305.50702,0.8110101,190.015,5.65E+15,2.53E-12,1.917892,2499.04,1.917033,0.000822043,17.5994,bll
198,4FGL J0116.0-1136,0.67,8.45E-10,1.27E-11,28.058382,298.31375,1.0095078,12.9248,6.31E+12,5.10E-12,2.3620806,775.6615,2.3327956,0.05733915,18.0431,fsrq
199,4FGL J0116.0-2745,NA,1.63E-10,1.64E-12,8.409436,18.023264,0.4481542,48.6335,2.00E+17,1.43E-12,1.8867284,4946.766,1.725325,0.11928727,18.6054,bll
200,4FGL J0116.2-6153,NA,2.66E-10,3.14E-12,14.694337,6.1607003,0,80.1763,6.61E+14,1.21E-12,1.874531,3295.5454,1.7990191,0.079999596,18.4443,bll
201,4FGL J0116.5-2812,0.7,1.13E-10,1.56E-12,4.4851294,15.206621,0.26829487,NA,NA,NA,2.2347524,2297.5923,2.313979,-0.06126223,NA,bll
202,4FGL J0116.5-3046,1.414,9.88E-11,2.12E-12,5.2160344,8.94992,0.15140125,NA,NA,NA,2.6980448,520.4114,2.574519,0.1505372,18.9853,fsrq
203,4FGL J0117.5-2442,0.279,7.30E-11,1.08E-12,4.7853303,6.215056,0,71.5179,NA,NA,1.8293952,5826.5903,1.068352,0.47683516,NA,bll
204,4FGL J0117.8-2109,1.49,7.05E-10,1.14E-11,18.15468,139.06033,0.9187063,12.3464,5.24E+12,1.90E-12,2.3761268,1358.478,2.3323944,0.11489914,20.0268,fsrq
205,4FGL J0118.7-0848,NA,1.21E-10,1.10E-12,4.779954,23.685875,0.8780445,NA,1.53E+12,2.63E-13,2.5956528,717.7695,2.6016061,0.28687084,20.12743,bcu
206,4FGL J0118.9-2141,1.165,3.05E-09,3.15E-11,58.24102,206.09793,0.4032789,48.4174,5.06E+12,3.86E-12,2.259725,1069.1705,2.2505295,0.090119965,17.8102,fsrq
207,4FGL J0119.0-1458,0.114699,3.11E-10,3.30E-12,14.660076,13.559207,0.26567242,56.8952,1.22E+16,1.23E-12,1.8034194,3796.894,1.6502172,0.12012213,17.9902,bll
208,4FGL J0119.4-5354,NA,1.63E-10,1.98E-12,7.7463174,9.582471,0.17191419,NA,4.57E+12,5.00E-13,2.4146552,1054.0409,2.4698167,-0.048152484,20.0654,bcu
209,4FGL J0119.6+4158,0.109,1.19E-10,1.66E-12,4.300611,6.6286383,0,NA,NA,NA,2.2944677,1696.4119,2.3279738,0.19334514,NA,bcu
210,4FGL J0119.9+4053,NA,9.18E-11,1.25E-12,3.7240868,8.778809,0,NA,NA,NA,2.0717132,3068.1848,1.9204433,0.2614958,NA,bcu
211,4FGL J0120.4-2701,NA,3.45E-09,3.56E-11,78.0519,35.94492,0.13823336,116.562,1.41E+14,8.02E-12,1.9086518,1130.3075,1.8161957,0.052144628,15.9418,bll
212,4FGL J0121.7+5153,NA,1.21E-10,1.63E-12,5.8290725,8.21148,0,82.566,NA,NA,1.7184392,10418.668,1.6834897,0.12606148,NA,bcu
213,4FGL J0121.8-3916,0.39,2.31E-10,2.61E-12,12.095156,12.879001,0.29109052,43.8715,1.58E+15,6.99E-13,1.8974571,3096.7776,1.8208532,0.084076725,18.422,bcu
214,4FGL J0122.1-3004,NA,4.80E-11,2.61E-12,4.9806137,6.567117,0,96.6421,NA,NA,1.553309,14004.873,1.4636081,0.054438356,20.658766,bcu
215,4FGL J0123.1+3421,0.272,2.24E-10,3.24E-12,12.468828,14.834688,0.4045229,275.16,4.37E+17,9.59E-12,1.6971,6752.18,1.6558444,0.027618587,18.2919,bll
216,4FGL J0123.7-2311,0.404,5.33E-10,6.48E-12,20.668562,17.656965,0.2882206,166.36,9.02E+17,4.76E-12,1.8648756,3111.0984,1.8391187,0.024021206,18.4421,bll
217,4FGL J0124.8-0625,2.117,2.49E-10,2.97E-12,9.165654,45.944504,1.009997,NA,3.63E+13,6.69E-13,2.2143812,1539.0897,2.1886997,0.061237916,19.9123,bll
218,4FGL J0125.3-2548,NA,5.09E-10,6.44E-12,20.085943,25.220428,0.31726703,14.5922,2.04E+13,9.53E-13,2.2236876,1183.8295,2.143906,0.08359417,19.1276,bll
219,4FGL J0125.4+3200,NA,9.04E-11,6.44E-12,6.21634,19.642279,0.41182962,NA,NA,NA,3.072735,239.87654,3.084538,-0.013456943,NA,bcu
220,4FGL J0125.7-0015,1.077,1.33E-10,4.07E-12,8.8028965,5.9974504,0,NA,NA,NA,2.9635518,310.75876,2.9162812,0.08324323,NA,fsrq
221,4FGL J0126.0-2221,0.72,3.17E-10,6.84E-12,13.675261,114.90328,0.9751561,NA,1.93E+13,1.32E-12,2.5871994,671.77124,2.5399935,0.11251697,17.7349,fsrq
222,4FGL J0126.5-1553,NA,1.04E-10,8.10E-13,4.2434144,6.882747,0,NA,5.50E+14,4.53E-13,2.521019,902.9657,1.9995136,0.60122395,19.482817,bcu
223,4FGL J0127.1+3310,NA,1.24E-10,2.02E-12,4.9224787,6.929764,0,NA,3.98E+14,3.20E-13,1.9773173,3764.4583,1.9517925,0.026346065,NA,bll
224,4FGL J0127.2-0819,0.36,7.26E-10,7.79E-12,23.421597,9.080568,0,24.0015,2.29E+13,1.20E-12,2.1785197,1303.4071,2.1026697,0.097806744,18.3563,bll
225,4FGL J0127.2+0324,NA,4.91E-10,6.82E-12,17.45925,76.42094,0.78145677,83.6748,3.40E+15,1.63E-12,1.9667717,2373.5337,1.9070412,0.049953908,17.926,bll
226,4FGL J0127.4-4813,NA,1.88E-10,2.06E-12,10.2092085,18.53088,0.4164282,NA,1.35E+13,1.87E-12,2.4810483,900.62256,2.509118,-0.027273968,NA,bcu
227,4FGL J0127.9+4857,0.067,2.48E-10,3.76E-12,8.023448,21.283407,0.46635297,NA,NA,NA,2.5858328,830.271,2.605769,-0.028484147,NA,bll
228,4FGL J0128.2+4400,NA,1.37E-10,2.31E-12,4.0976257,13.0846405,0.28188378,NA,1.78E+13,1.88E-13,2.4862483,965.0331,2.399622,0.47595215,NA,bcu
229,4FGL J0128.5+4440,0.228,1.58E-10,1.58E-12,5.710282,27.008171,0.8894869,19.8206,7.59E+13,2.83E-13,2.131759,2341.0815,2.0139835,0.2930569,NA,fsrq
230,4FGL J0129.7+3436,NA,2.03E-10,2.58E-12,8.823754,5.839273,0,14.7953,7.00E+13,3.43E-13,1.9842783,2739.544,1.7718345,0.27983835,20.514,bcu
231,4FGL J0129.8+1440,1.626359,2.67E-10,4.54E-12,11.580371,16.56884,0.2639765,NA,5.31E+12,3.40E-13,2.7014964,462.24603,2.6211982,0.16496366,NA,fsrq
232,4FGL J0130.4-2129,NA,1.32E-10,1.74E-12,6.497019,8.879602,0,NA,1.45E+14,7.49E-13,1.9350411,3333.234,1.893465,0.058948863,NA,bcu
233,4FGL J0130.6+1844,NA,2.01E-10,2.53E-12,7.534782,5.6914997,0,16.4934,NA,NA,2.3310041,1446.1051,2.355771,-0.039226837,19.3759,bcu
234,4FGL J0132.7-1654,1.02,2.12E-09,2.17E-11,60.929775,259.03497,0.43075776,24.8542,1.10E+13,6.47E-12,2.3434708,484.67804,2.2689767,0.060738638,18.0902,fsrq
235,4FGL J0132.7-0804,0.1485,2.08E-10,2.89E-12,8.921194,5.539655,0,40.6891,3.13E+14,2.75E-12,1.8770196,3367.1472,1.7628053,0.14686018,18.1806,bcu
236,4FGL J0132.8-4413,NA,3.06E-10,3.62E-12,14.471885,5.786057,0,34.7673,4.63E+14,1.13E-12,2.2652907,1278.1234,2.3225744,-0.05419044,18.1462,bll
237,4FGL J0132.8+4324,NA,2.22E-10,3.00E-12,7.7727556,14.366647,0.3852186,NA,2.26E+13,1.23E-12,2.3372796,1281.5938,2.3108637,0.24928795,20.0201,bcu
238,4FGL J0133.1-5201,0.925,1.72E-09,9.92E-12,54.935173,1417.0411,1.2400142,18.7359,4.37E+12,8.72E-13,2.323499,569.5427,2.2267685,0.08143023,NA,bcu
239,4FGL J0133.2-4533,NA,7.10E-11,9.68E-13,5.8956795,3.1796877,0,39.7663,4.42E+15,4.64E-13,1.7465668,7339.9946,0.8754942,0.6820912,NA,bcu
240,4FGL J0134.3-3842,2.14,1.39E-10,2.28E-12,7.4411163,33.865784,0.8407699,NA,3.63E+12,1.20E-12,2.48977,831.91296,2.4290226,0.10308852,17.4677,fsrq
241,4FGL J0134.5+2637,0.571,8.87E-10,9.43E-12,25.410128,10.868563,0.09042823,242.259,4.79E+15,4.49E-12,1.9873419,2472.5994,1.9531784,0.025712604,17.5799,fsrq
242,4FGL J0135.1+0255,NA,8.07E-11,1.49E-12,5.1799474,18.082829,0.7568932,78.3646,NA,NA,1.6322949,9694.338,1.5844393,0.080055185,NA,bcu
243,4FGL J0136.5+3906,NA,4.53E-09,5.33E-11,91.80198,61.22667,0.18550965,250.61,1.11E+16,1.35E-11,1.7168688,1869.8713,1.5612808,0.08195785,15.6798,bll
244,4FGL J0137.0+4751,0.859,3.64E-09,4.45E-11,72.21264,1410.4808,0.81147605,41.0128,4.52E+12,1.43E-11,2.3015184,687.73676,2.1962276,0.098712355,17.6236,fsrq
245,4FGL J0137.6-2430,0.835,9.40E-10,1.64E-11,40.109436,343.57874,0.6449417,25.4856,3.85E+12,6.77E-12,2.536223,378.75708,2.4062715,0.11585767,17.4888,fsrq
246,4FGL J0138.0+2247,NA,3.96E-10,4.59E-12,13.599465,35.149296,0.5752136,67.8767,1.10E+15,1.17E-12,2.0063345,2763.5994,2.0017035,0.004285071,17.5445,bll
247,4FGL J0138.5-4613,0.090112,3.01E-10,3.35E-12,13.6249275,4.4942365,0,17.9434,NA,NA,2.1391923,1777.3147,2.1165323,0.027830405,NA,bcu
248,4FGL J0139.0+2601,NA,1.85E-10,2.33E-12,6.23308,19.181147,0.5470395,NA,1.10E+14,9.71E-13,2.43027,1499.1769,2.4471536,-0.017415823,18.5422,bll
249,4FGL J0140.6-0758,0.49,1.46E-10,2.02E-12,6.791042,12.640734,0.47535354,29.5442,3.35E+16,1.25E-12,1.8552041,4350.338,1.6656951,0.14558204,18.9179,bll
250,4FGL J0140.6+8736,NA,2.02E-10,2.81E-12,6.9781327,28.880247,0.7430823,24.4561,7.59E+13,5.05E-13,2.0643334,3172.8076,1.9670804,0.12066942,NA,bcu
251,4FGL J0141.4-0928,0.73,2.38E-09,2.09E-11,58.082462,256.49316,0.501261,145.094,1.74E+13,3.96E-12,2.1544607,707.645,2.0869303,0.047848623,17.4667,bll
252,4FGL J0142.7-0543,NA,1.52E-10,2.01E-12,6.8689256,20.977783,0.7225052,NA,4.37E+13,1.05E-12,2.292796,1514.0139,2.2753446,0.0516501,18.1927,bll
253,4FGL J0143.1-3622,NA,3.19E-10,3.19E-12,14.783585,125.11842,1.102043,NA,6.14E+12,2.10E-13,2.4756885,708.03687,2.4306026,0.10850437,20.2684,bcu
254,4FGL J0143.5-3156,0.3751,1.17E-10,1.45E-12,5.6163816,6.4713016,0,NA,5.75E+12,1.54E-12,2.4852214,913.6151,2.5338693,-0.09046078,19.4219,bcu
255,4FGL J0143.7-5846,NA,1.11E-09,1.43E-11,41.229958,53.10957,0.32236052,154.092,3.80E+16,9.21E-12,1.8321602,2431.4438,1.7799051,0.044526804,16.7384,bll
256,4FGL J0144.6+2705,NA,5.97E-09,5.31E-11,100.823784,263.32776,0.2692489,48.2165,1.29E+13,1.06E-11,2.1363769,759.531,2.032898,0.08398512,18.5067,bll
257,4FGL J0145.0-2732,1.148,6.02E-10,1.21E-11,29.118677,810.1421,1.3776635,10.1773,3.49E+12,3.47E-12,2.6034374,326.562,2.4801123,0.09678341,18.2062,fsrq
258,4FGL J0145.9+2319,NA,1.76E-10,1.21E-11,5.385117,13.982453,0.57708895,13.9759,6.38E+12,2.30E-13,2.3780553,1361.4207,2.3275337,0.09020106,NA,bcu
259,4FGL J0146.0-6746,NA,3.99E-10,4.67E-12,17.616583,45.18841,0.62227714,195.286,8.61E+14,2.30E-12,2.06249,1872.2782,1.9541299,0.11825175,NA,bcu
260,4FGL J0146.3+4606,NA,2.06E-10,2.19E-12,7.577055,5.6121387,0,54.5962,NA,NA,2.1567423,2051.4617,1.9935298,0.18267459,18.87,bcu
261,4FGL J0146.9-5202,0.098,3.14E-10,3.42E-12,13.246061,7.6865573,0,29.8513,8.51E+14,2.97E-12,2.0812442,2002.5442,1.958492,0.11423273,17.6196,bll
262,4FGL J0147.7-1321,NA,1.06E-10,1.43E-12,4.6584516,7.2750454,0,NA,NA,NA,2.244817,1717.6514,2.1937082,0.03128036,NA,bcu
263,4FGL J0148.6+0127,0.94,2.70E-10,3.12E-12,10.2372265,17.213484,0.3835329,19.2595,5.25E+13,3.87E-13,2.3056562,1529.3749,2.3489404,-0.057713013,19.149,bll
264,4FGL J0149.6-0734,NA,1.01E-10,1.43E-12,4.3336005,5.4008994,0,NA,NA,NA,2.4399366,1174.1997,2.348114,0.15503763,NA,bcu
265,4FGL J0150.6-5448,NA,1.25E-10,1.70E-12,7.013221,6.143614,0,40.9012,3.98E+15,1.55E-12,1.9805044,3195.2876,1.6103101,0.24348374,18.112,bcu
266,4FGL J0151.0+0539,0.3,1.97E-10,2.65E-12,7.6128426,6.6531873,0,11.2398,6.92E+13,5.99E-13,2.3057008,1731.1586,2.359366,-0.07373259,19.7533,bcu
267,4FGL J0151.3+8601,0.15,3.98E-10,3.92E-12,14.2434635,21.551472,0.37613142,69.2632,NA,NA,2.2943444,1550.4791,2.282373,0.012299191,18.5073,bll
268,4FGL J0151.4-3607,0.681,1.85E-10,2.29E-12,8.628364,7.99047,0,NA,1.58E+14,7.57E-13,2.283751,1336.458,2.248223,0.06574837,17.8948,bcu
269,4FGL J0152.2+3714,0.761,2.20E-10,3.11E-12,8.047367,22.390919,0.56084096,NA,2.75E+13,1.55E-12,2.3425236,1251.2695,2.299387,0.07671975,18.5783,bcu
270,4FGL J0152.2+2206,1.32,3.70E-10,7.35E-12,14.213646,34.621777,0.4058175,NA,6.38E+12,2.48E-12,2.6774778,500.16708,2.611817,0.11995278,18.4255,fsrq
271,4FGL J0152.6+0147,0.08,8.08E-10,1.00E-11,25.962868,22.783056,0.25752032,59.2357,3.80E+16,3.25E-12,1.9839189,2407.6914,1.9964564,-0.009293377,15.9618,bll
272,4FGL J0153.0+7517,NA,4.66E-10,5.36E-12,15.411957,7.5234776,0,156.109,7.94E+15,3.96E-12,2.0005038,3514.199,1.9470088,0.06741874,18.6553,bll
273,4FGL J0153.5-5107,1.582,4.56E-11,3.85E-12,4.713537,13.755225,0.25493586,NA,8.32E+12,5.52E-13,3.2412739,243.93748,3.3003483,-0.06155431,18.767353,fsrq
274,4FGL J0153.9+0823,0.681,1.62E-09,1.57E-11,38.18204,43.933575,0.3019715,60.6644,8.91E+14,3.99E-12,1.9525654,1487.0161,1.8215706,0.07988183,17.7467,bll
275,4FGL J0154.3-0236,0.082314,1.93E-10,2.35E-12,7.789368,11.842061,0.33118793,325.935,7.08E+14,9.77E-13,2.0547378,2620.7568,2.0982413,-0.048975475,17.991,bcu
276,4FGL J0155.0+4433,NA,5.59E-10,3.39E-12,15.959715,16.900015,0.24639492,37.3285,2.00E+14,1.23E-12,2.1898541,1249.362,1.8978914,0.30389455,18.4868,bll
277,4FGL J0155.4-0625,NA,1.27E-10,3.39E-12,5.190659,7.3783555,0,NA,1.01E+13,2.88E-13,2.5435731,743.5866,2.5303,0.22287062,19.4381,bcu
278,4FGL J0156.1+1502,NA,8.22E-11,3.39E-12,4.305828,9.977483,0,30.0326,NA,NA,1.79128,6208.774,1.6512941,0.20950803,20.145683,bcu
279,4FGL J0156.5+3914,NA,4.41E-10,7.15E-12,16.803022,79.89829,0.7178711,30.7446,1.15E+13,1.11E-12,2.446662,828.8985,2.4335585,0.026084088,18.3252,bcu
280,4FGL J0156.6-1758,NA,1.20E-10,7.15E-12,5.542807,11.057659,0.26916933,NA,1.02E+14,7.56E-13,2.2226138,1931.0983,2.2841115,-0.053889845,19.433285,bcu
281,4FGL J0156.8-4744,0.29,2.92E-10,2.87E-12,13.368648,23.965261,0.45839792,17.5187,2.24E+15,1.98E-12,2.192839,1612.4498,2.2292454,-0.027327925,NA,bll
282,4FGL J0156.9-5301,NA,5.23E-10,6.80E-12,23.582233,45.47267,0.5090088,125.672,1.82E+18,7.82E-12,1.7406833,2718.5059,1.5526526,0.10434077,NA,bll
283,4FGL J0156.9+4648,NA,1.72E-10,1.63E-12,5.891717,10.745395,0.30198854,NA,NA,NA,2.2677393,1646.1478,1.974349,0.3377729,20.0211,bcu
284,4FGL J0157.7-4614,2.287,5.20E-10,5.76E-12,19.421164,123.16752,0.7988356,NA,2.75E+12,2.19E-13,2.4454005,759.8682,2.239498,0.2259092,NA,fsrq
285,4FGL J0158.5-3932,NA,7.30E-10,8.43E-12,26.335865,47.38481,0.4017134,39.5802,5.82E+14,2.15E-12,2.0907433,1383.9606,2.037264,0.059910074,17.1118,bll
286,4FGL J0158.8+0101,1.61,2.51E-10,3.71E-12,9.304469,2.684362,0,20.4981,3.09E+13,2.94E-13,2.5186286,894.1557,2.5491421,-0.06706161,20.182,fsrq
287,4FGL J0159.3-4523,NA,9.22E-11,1.92E-12,4.441521,28.207457,0.73489755,NA,NA,NA,2.7289863,756.0419,2.743042,-0.058139104,NA,bcu
288,4FGL J0159.5+1046,0.195,9.93E-10,9.59E-12,26.797441,34.197975,0.33710796,64.897,6.31E+15,2.96E-12,1.9946089,2166.7153,1.9612237,0.031407524,17.4637,bll
289,4FGL J0159.7-2740,NA,4.02E-10,4.85E-12,17.315323,13.433638,0.21916704,27.6335,6.61E+14,2.19E-12,2.0591905,1713.4355,2.0066688,0.06782933,17.6025,bll
