Index,X.name,z,Flux1.100m,Energy_Flux100,Significance,Variability_Index,Frac_Variability,Highest_Energy,nu,nufnu,PL_Index,Pivot_Energy,LP_Index,LP_beta,Gaia_G_Magnitude,Label
1758,4FGL J1248.3+5820,NA,5.05E-09,5.10E-11,116.675865,92.84698,0.16321774,198.092,7.67E+14,1.12E-11,1.8951297,1135.3923,1.8108233,0.0458936,15.4868,bll
1759,4FGL J1248.7+5127,0.350853,1.86E-10,1.90E-12,9.848858,13.724916,0.3339998,150.492,2.11E+14,1.38E-12,2.0714629,2360.4119,2.0564127,0.01574756,18.3279,bll
1760,4FGL J1248.9+4840,1.8525,1.75E-10,2.52E-12,9.074371,49.17745,0.93574655,NA,3.35E+12,2.72E-13,2.4501042,906.8965,2.3997076,0.052933127,20.0528,bcu
1761,4FGL J1249.2-2809,NA,4.83E-10,5.06E-12,15.80747,15.903696,0.26419196,29.6772,6.02E+15,2.28E-12,2.0624897,2326.5781,2.0229716,0.04393799,17.652,bcu
1762,4FGL J1249.3-0545,NA,4.97E-10,3.80E-12,14.544047,42.26858,0.67487115,26.4118,NA,NA,2.0583954,2757.4954,1.9181584,0.12299005,18.4874,bcu
1763,4FGL J1249.8+3707,0.286,3.29E-10,4.56E-12,16.139019,35.085648,0.63047314,43.9171,NA,NA,1.7800868,4011.086,1.6652399,0.10855742,19.2048,bll
1764,4FGL J1250.6+0217,0.953508,3.71E-10,3.88E-12,12.401963,9.084185,0,27.1631,3.80E+13,6.85E-13,2.057454,2348.071,1.9944872,0.08576218,19.9978,bll
1765,4FGL J1250.8+3117,NA,2.16E-10,2.53E-12,9.6172695,21.632135,0.5125677,14.5677,NA,NA,2.1636398,1695.0515,2.048831,0.13107352,NA,bcu
1766,4FGL J1251.2+1039,0.2454,2.09E-10,2.91E-12,8.292574,21.308884,0.5853722,43.3956,2.07E+15,1.85E-12,2.130134,2262.4448,2.03286,0.07752098,18.2987,bll
1767,4FGL J1251.3-0201,0.335,7.36E-10,6.40E-12,20.479647,86.76836,0.60378397,36.4851,9.33E+12,6.13E-13,2.127451,1194.5812,1.9505589,0.15577276,19.5552,bcu
1768,4FGL J1251.3-1719,0.606,1.00E-10,6.40E-12,4.967089,6.3519573,0,NA,5.89E+12,6.30E-13,2.9740255,360.48163,3.0404763,-0.061063368,18.476805,fsrq
1769,4FGL J1253.2+5301,NA,3.88E-09,3.60E-11,86.9989,115.658676,0.2414255,155.625,3.55E+13,3.48E-12,2.0417166,1174.8518,1.9312984,0.08810439,16.4053,bll
1770,4FGL J1253.5-3934,0.179,9.78E-11,1.60E-12,6.0667453,16.460188,0.6117468,55.5093,1.05E+17,5.33E-12,1.6649123,9528.904,1.3581669,0.47283247,NA,bll
1771,4FGL J1253.8+0327,0.065686,7.81E-10,8.52E-12,23.192472,17.203241,0.15903752,71.9482,8.32E+15,2.06E-12,1.9897273,2096.5413,1.9160954,0.07396805,16.5682,bll
1772,4FGL J1253.8+6242,0.867,4.11E-10,3.57E-12,21.547422,46.599014,0.55243206,48.5053,9.12E+13,7.97E-13,1.9866604,2276.7803,1.9577627,0.022893498,18.1559,bll
1773,4FGL J1253.8+2929,NA,8.45E-11,1.32E-12,4.374291,9.641193,0,NA,NA,NA,1.8911985,4006.4766,1.2830821,0.3415542,NA,bcu
1774,4FGL J1254.2-2205,NA,3.36E-10,3.30E-12,9.759643,27.880495,0.543283,NA,NA,NA,2.19115,1999.8113,2.0048773,0.19483824,18.6137,bcu
1775,4FGL J1254.5+2210,0.509,5.67E-10,6.99E-12,20.577995,31.19737,0.38427794,45.3574,1.05E+15,1.70E-12,2.0890749,1816.2441,2.013007,0.0618591,17.5112,bll
1776,4FGL J1254.9-4426,0.041,2.94E-10,3.73E-12,8.904209,11.466104,0.22723371,16.8583,4.79E+13,1.45E-12,2.4069643,1231.6929,2.4169464,-0.012332998,17.0869,bll
1777,4FGL J1254.9+1138,0.872,2.31E-10,6.22E-12,10.269187,28.020407,0.4198489,NA,4.02E+11,6.10E-13,2.7910984,459.4771,2.7449155,0.20382123,16.8045,fsrq
1778,4FGL J1256.1-0547,0.536,4.20E-08,2.79E-10,291.6325,30121.305,1.0182166,66.5184,5.15E+12,3.53E-11,2.2900188,466.0457,2.1964812,0.07365552,15.3645,FSRQ
1779,4FGL J1256.2-1146,0.0579,7.74E-10,9.34E-12,24.308878,9.95914,0.08559862,105.906,2.66E+15,1.38E-12,1.9203418,2631.1396,1.8916119,0.027190592,16.4717,bll
1780,4FGL J1257.2+3646,0.530688,5.20E-10,6.29E-12,21.245773,42.318497,0.4393501,24.9923,7.94E+14,1.44E-12,2.027405,1896.8428,1.9161618,0.09946757,17.8939,bll
1781,4FGL J1257.6+2413,0.141,5.94E-11,9.46E-13,4.2946186,5.625223,0,28.7238,4.79E+18,7.80E-12,1.65433,8926.593,1.5865475,0.07369882,NA,bll
1782,4FGL J1257.8+3228,0.806,1.11E-09,1.10E-11,36.97167,362.65338,0.8681262,42.4085,1.30E+13,3.28E-12,2.3248267,750.874,2.2190766,0.10283151,18.1402,fsrq
1783,4FGL J1258.3+6121,0.224,1.56E-10,1.85E-12,9.392861,9.08831,0.08088629,69.6132,2.66E+14,7.31E-13,2.0183184,2685.0994,1.8417019,0.17072977,NA,bll
1784,4FGL J1258.6-1759,1.956,1.11E-09,1.43E-11,27.676662,208.44312,0.7453227,NA,1.78E+12,7.49E-13,2.392148,675.71686,2.2329552,0.13740543,19.8612,fsrq
1785,4FGL J1258.7-0452,0.586,1.73E-10,1.98E-12,6.588877,16.725342,0.77828854,125.425,NA,NA,1.7767287,6211.516,1.6307595,0.22582921,NA,bll
1786,4FGL J1258.7+5143,NA,1.34E-10,1.59E-12,6.72343,11.963129,0.22824144,NA,NA,NA,2.319249,1897.6527,2.3625624,-0.091092385,NA,bcu
1787,4FGL J1258.8-2219,1.303,1.98E-09,2.17E-11,39.29,508.70486,0.86422604,32.7734,6.24E+12,2.53E-12,2.3946154,814.2194,2.3314855,0.093483284,18.4612,fsrq
1788,4FGL J1259.1-2311,0.481,7.08E-10,6.39E-12,18.335804,75.7902,0.6921295,21.8483,2.51E+13,4.16E-12,2.0887594,2473.738,2.0414786,0.041192558,17.8259,bll
1789,4FGL J1259.5+2332,NA,8.11E-11,6.39E-12,4.358684,7.0210433,0,NA,NA,NA,2.9274704,478.87854,2.9753404,-0.075999066,19.184841,bcu
1790,4FGL J1259.7-3223,0.01375,8.14E-10,9.23E-12,19.450619,138.02231,0.82249373,NA,2.09E+13,1.71E-12,2.4014373,834.5473,2.3235683,0.12811853,19.0806,bll
1791,4FGL J1259.8-3749,NA,6.43E-10,7.33E-12,18.936428,20.585423,0.28900307,90.6378,1.41E+15,1.10E-12,2.1062777,1856.3156,2.1006136,0.004712079,17.8452,bll
1792,4FGL J1300.0+1753,NA,1.67E-10,2.81E-12,6.5901775,10.238335,0.20089088,NA,NA,NA,2.5160174,865.5846,2.5021682,0.030687096,NA,bll
1793,4FGL J1300.4+1416,1.108552,4.29E-10,9.39E-12,19.346884,35.534885,0.31399202,NA,1.27E+13,5.06E-13,2.737849,443.06448,2.6904724,0.08541209,NA,fsrq
1794,4FGL J1301.5+4413,0.435,1.48E-10,1.84E-12,6.8922453,20.556547,0.5326564,46.4544,2.31E+14,6.36E-13,2.1641994,1903.5818,2.1764445,-0.012077019,18.9764,bll
1795,4FGL J1301.6+4056,0.652,1.40E-10,1.94E-12,7.817956,17.095387,0.59922534,40.0905,2.37E+13,4.21E-13,1.9293355,3212.4004,1.8171483,0.11448506,18.0969,bll
1796,4FGL J1301.6+3336,1.0084,1.91E-10,2.95E-12,9.693491,32.668636,0.62876034,NA,5.25E+12,3.19E-13,2.5930498,836.573,2.5484776,0.059609827,19.8193,fsrq
1797,4FGL J1302.3+6901,0.567,8.17E-11,1.69E-12,6.765839,14.395689,0.5287067,NA,NA,NA,2.8568463,444.11716,2.8259263,0.03430894,NA,bcu
1798,4FGL J1302.7+4750,0.14,6.18E-11,1.05E-11,4.6326985,7.8767037,0,NA,NA,NA,2.980853,377.49405,3.0153053,-0.088700734,21.256605,bll
1799,4FGL J1302.8+5748,1.088,3.06E-10,3.85E-12,15.704009,35.03871,0.49071485,NA,8.32E+11,4.18E-13,2.2666054,1344.6798,2.2935786,-0.02852521,20.1821,bcu
1800,4FGL J1303.0+2434,0.993,1.85E-09,1.85E-11,49.626266,233.03273,0.53879285,21.0278,1.38E+13,1.53E-12,2.1792088,867.8979,2.0660207,0.08150424,18.8778,bll
1801,4FGL J1303.6-4622,1.664,4.15E-10,5.85E-12,11.514187,60.3522,0.879581,34.3982,3.61E+13,9.45E-13,2.2143722,1688.4259,2.0933843,0.17294118,20.3795,fsrq
1802,4FGL J1304.0+3704,0.425,1.59E-10,2.26E-12,6.770483,21.991465,0.54909307,NA,3.49E+13,9.69E-13,2.4357843,1031.8118,2.4038093,0.066626094,NA,bll
1803,4FGL J1304.2-2412,NA,5.56E-10,6.26E-12,16.713327,7.0533314,0,34.0796,NA,NA,1.9718792,2957.6445,1.8942314,0.065152735,18.0995,bll
1804,4FGL J1304.3-4353,NA,2.50E-09,2.52E-11,49.969074,101.701065,0.3742902,149.211,2.82E+15,7.86E-12,1.8899103,1934.4519,1.7378745,0.094922885,16.4237,bll
1805,4FGL J1304.6-0348,1.25,1.11E-10,1.81E-12,3.5826664,23.288273,1.0621564,NA,3.63E+12,6.29E-13,2.1760554,2075.458,1.8734926,0.497502,NA,fsrq
1806,4FGL J1304.9-2107,NA,3.00E-10,3.56E-12,8.76707,3.8929193,0,NA,NA,NA,2.219609,2101.824,2.149855,0.08519926,19.9926,bcu
1807,4FGL J1305.3+5118,0.787552,9.16E-11,2.23E-12,4.9394145,17.605799,0.56306165,NA,3.02E+13,2.14E-12,2.7823474,532.6656,2.7792232,0.45893383,NA,nlsy1
1808,4FGL J1305.6+7853,NA,3.34E-10,4.08E-12,15.698647,9.113564,0,12.5703,4.92E+12,1.48E-13,2.2403111,1598.0095,2.2422483,-0.000774123,20.1217,bll
1809,4FGL J1305.9+3858,NA,9.98E-11,4.08E-12,4.6313834,12.283061,0.20903184,NA,5.50E+15,1.18E-12,2.1385021,2100.8787,2.089376,0.074329816,19.604877,bll
1810,4FGL J1306.3+1113,0.085704,1.38E-10,1.70E-12,6.137458,9.8369055,0,165.415,NA,NA,1.9843119,3810.6423,1.9846,-0.003484336,18.1508,rdg
1811,4FGL J1306.7-2148,0.126,4.72E-10,5.64E-12,12.964746,10.922209,0.17139015,43.7627,2.19E+12,2.59E-13,2.1819417,2023.8906,1.9812329,0.1976531,18.5981,rdg
1812,4FGL J1307.6-4259,NA,1.73E-09,2.07E-11,41.01633,22.96964,0.16566484,114.956,8.32E+15,1.08E-11,1.9390156,2532.863,1.9039023,0.029594481,15.3915,bll
1813,4FGL J1308.5+3547,1.055,6.14E-10,4.34E-12,22.833822,126.211624,0.72104484,NA,3.67E+12,1.45E-12,2.3659832,738.18097,2.1820302,0.22935683,19.4904,fsrq
1814,4FGL J1309.4+4305,0.691,1.64E-09,1.63E-11,49.460903,30.653063,0.18309887,113.081,5.19E+14,2.60E-12,1.9040123,1387.2942,1.7688699,0.0835378,16.904,bll
1815,4FGL J1309.6+3718,NA,7.48E-11,8.79E-13,4.9921684,6.0930924,0,55.3208,NA,NA,1.8531618,5603.0273,1.8684263,-0.04796552,NA,bcu
1816,4FGL J1309.7+1153,NA,5.55E-10,6.52E-12,17.427168,6.952851,0,21.6792,1.35E+13,2.35E-12,2.188088,1472.5795,2.1435251,0.06118405,18.3701,bll
1817,4FGL J1310.2-1158,0.14,4.33E-10,4.92E-12,15.10682,6.7263055,0,50.8629,1.58E+15,2.17E-12,2.035203,2322.8262,2.0176554,0.018214596,17.7822,bll
1818,4FGL J1310.5+3221,0.997,2.45E-09,2.71E-11,29.939926,434.65317,0.6299635,44.8369,5.31E+12,5.82E-12,2.3395188,2154.8606,2.4247034,0.05325568,19.2228,fsrq
1819,4FGL J1310.6+2449,0.226,2.64E-10,2.51E-12,12.037482,7.696338,0,237.433,NA,NA,1.9907994,2896.3345,2.0542355,-0.042676304,20.6433,bcu
1820,4FGL J1310.9+5514,0.9245,2.41E-10,3.47E-12,13.145058,17.70148,0.2922284,NA,NA,NA,2.5073543,771.7884,2.4713447,0.04492496,19.4468,fsrq
1821,4FGL J1311.0+0034,0.002307,3.95E-10,3.89E-12,11.576495,11.046607,0.12079443,67.7943,3.13E+14,1.34E-12,2.0976243,3160.0266,2.1241715,-0.035413537,17.928,bll
1822,4FGL J1311.0+3233,1.639,8.85E-10,1.36E-11,11.385621,96.70069,1.0349321,17.0917,5.89E+12,2.16E-12,2.398504,2327.3865,2.2727187,0.2509056,18.3818,fsrq
1823,4FGL J1311.8+3954,NA,9.56E-11,1.06E-12,5.8804774,6.14368,0,NA,7.64E+13,3.13E-13,1.9381388,4049.583,1.8793426,0.05351916,NA,bll
1824,4FGL J1311.8+2057,NA,5.30E-11,2.41E-12,4.938298,10.193913,0.25690132,NA,NA,NA,3.213938,226.59276,3.3200102,-0.1282823,NA,bcu
1825,4FGL J1312.4-2156,1.491,2.43E-09,1.27E-11,46.411133,224.00319,0.6140341,44.5112,1.00E+15,4.49E-12,2.0170019,1405.2395,1.8266842,0.1514602,16.7872,bll
1826,4FGL J1312.6-1900,0.63,1.80E-10,2.09E-12,6.4104385,7.054726,0,NA,NA,NA,1.9464319,3870.7937,1.9385959,0.010021924,NA,bcu
1827,4FGL J1312.6+4828,0.501,2.29E-09,2.67E-11,65.626884,3498.9521,2.241087,59.9711,8.55E+12,3.02E-12,2.1590075,791.5844,2.066231,0.06200086,NA,bcu
1828,4FGL J1312.8-2350,0.46,5.60E-10,6.67E-12,17.90084,11.181668,0.17027977,52.5611,2.66E+15,1.62E-12,1.8508908,3821.778,1.7456113,0.09347008,18.1451,bll
1829,4FGL J1312.8-0425,0.8249,1.52E-09,1.12E-11,40.209137,573.55176,0.9072986,23.9094,3.27E+12,5.22E-13,2.3968716,595.5576,2.205302,0.16527848,20.0311,fsrq
1830,4FGL J1314.7+2348,NA,1.29E-09,1.08E-11,38.306957,35.257465,0.25553042,23.097,1.00E+14,6.91E-12,2.0406878,1210.1962,1.8961765,0.09682937,17.0427,bll
1831,4FGL J1315.0-4236,0.105,3.19E-10,4.53E-12,14.115624,8.165631,0.040087033,72.0939,1.00E+17,5.05E-12,1.6855085,8204.62,1.6248267,0.04129294,NA,bll
1832,4FGL J1315.4+8453,NA,1.22E-10,1.32E-11,5.112263,13.111731,0.33352396,NA,1.19E+13,2.14E-13,2.6497757,748.0473,2.6896925,-0.03111478,NA,bcu
1833,4FGL J1315.5+1135,0.73,2.31E-10,2.51E-12,10.153162,15.756301,0.39567938,60.4026,7.59E+16,1.66E-12,1.7921737,4745.6855,1.561182,0.217312,18.6639,bll
1834,4FGL J1315.9-0732,NA,5.86E-10,7.20E-12,17.933163,60.75369,0.7400244,63.1438,2.34E+15,4.13E-12,1.9302421,2055.636,1.7527611,0.13762563,17.723,bcu
1835,4FGL J1316.1-3338,1.21,2.39E-09,2.92E-11,48.059994,590.05414,0.8282887,96.6705,7.62E+12,3.51E-12,2.3257072,803.9795,2.253555,0.07263666,17.9032,fsrq
1836,4FGL J1316.5+3013,0.375,8.61E-11,1.09E-12,4.5479774,6.764003,0,NA,NA,NA,2.0953567,2563.9558,1.7389553,0.2907437,NA,bcu
1837,4FGL J1317.1+6613,NA,9.35E-11,1.09E-12,5.440781,10.55847,0.2401646,NA,9.89E+12,1.18E-13,2.5349517,971.3309,2.560754,-0.04620856,20.536287,bcu
1838,4FGL J1317.6+3428,1.05,4.10E-10,5.19E-12,18.695803,118.9439,0.8033844,NA,6.76E+12,2.12E-12,2.5342805,749.21484,2.495625,0.08131973,18.1911,fsrq
1839,4FGL J1317.6+7450,NA,9.31E-11,5.19E-12,5.532011,4.4697704,0,NA,1.19E+14,2.61E-13,2.1977136,1968.628,2.0079944,0.1731096,19.361074,bcu
1840,4FGL J1318.1-1740,NA,2.01E-10,2.80E-12,5.885364,11.631011,0.19642198,NA,NA,NA,2.316236,1381.9413,2.2494228,0.09214846,NA,bcu
1841,4FGL J1318.2+6754,NA,1.86E-10,1.56E-12,10.868205,92.47829,1.135114,NA,6.31E+12,3.11E-13,2.1678092,1716.0172,2.0167937,0.20408839,20.0926,bcu
1842,4FGL J1318.7-1234,NA,5.52E-10,5.43E-12,16.793999,21.818224,0.29307875,28.6013,5.19E+13,5.07E-13,2.1260238,1733.896,2.071706,0.073033944,18.6198,bcu
1843,4FGL J1319.5-0045,0.890996,2.51E-10,3.26E-12,9.139679,34.861732,0.7092852,NA,7.29E+12,1.05E-12,2.4009125,1098.6125,2.4097066,-0.012669695,17.5827,bcu
1844,4FGL J1319.5+1404,0.573,2.01E-10,2.37E-12,8.34874,14.623976,0.4416809,10.0392,9.61E+14,1.40E-12,2.0044272,2957.7915,1.7419469,0.25401035,17.7966,bll
1845,4FGL J1319.8+7759,NA,3.92E-10,4.22E-12,19.270575,27.613848,0.3906997,94.1841,2.75E+14,8.07E-13,2.0465117,2178.3474,2.0437796,0.001186374,17.6522,bll
1846,4FGL J1320.7+3314,0.923783,1.48E-10,2.39E-12,6.479261,43.373104,1.1252997,NA,2.89E+14,4.37E-13,2.5084217,1074.2118,2.4255495,0.2921046,NA,fsrq
1847,4FGL J1321.1+2216,0.943,1.96E-09,2.16E-11,52.34222,351.21835,0.6100039,38.5055,9.12E+12,1.86E-12,2.3711362,654.6314,2.2814472,0.07754841,18.6946,fsrq
1848,4FGL J1321.3-2641,2.027,1.44E-10,2.36E-12,5.2905316,9.889284,0,NA,1.46E+12,3.98E-13,2.5858026,874.6423,2.6542943,-0.08695526,NA,fsrq
1849,4FGL J1321.9+3219,NA,1.23E-10,1.39E-12,5.0865793,15.431472,0.5607021,NA,NA,NA,2.2071872,2170.8752,2.2187762,-0.021834843,NA,bll
1850,4FGL J1322.0+8317,1.024,2.70E-10,4.41E-12,11.1377325,84.66652,0.94797915,29.9722,4.17E+12,5.72E-13,2.395293,1133.2173,2.257279,0.13862546,NA,fsrq
1851,4FGL J1322.2+0842,0.32549,2.88E-10,3.94E-12,10.379156,35.588173,0.66888875,126.308,8.91E+12,2.18E-12,2.2621434,1418.3452,2.2965708,-0.023108542,19.6296,fsrq
1852,4FGL J1322.3-0606,NA,3.20E-10,2.02E-12,10.669808,7.127023,0,NA,1.45E+13,4.35E-13,1.9934534,2284.713,1.7004234,0.35401982,NA,bcu
1853,4FGL J1322.6-0936,1.864,6.71E-10,1.37E-11,24.201633,371.38547,0.8551849,10.8421,2.40E+12,1.20E-12,2.6208105,561.9884,2.563923,0.100467786,18.8491,fsrq
1854,4FGL J1322.6-1418,NA,1.05E-10,1.46E-12,3.8010514,3.698824,0,NA,NA,NA,1.9897608,3628.7932,1.9476856,0.16955964,NA,bcu
1855,4FGL J1322.6-1617,NA,2.19E-10,2.34E-12,8.064155,9.871007,0.2938201,27.7996,4.68E+13,1.02E-12,2.091715,2487.8235,1.968412,0.10646001,18.3546,bcu
1856,4FGL J1322.9+0437,0.224,1.75E-10,2.04E-12,7.7428474,15.240459,0.4872241,21.9152,1.07E+16,4.18E-12,1.9224485,3461.9836,1.5894852,0.36841738,18.2209,bll
1857,4FGL J1323.0+2941,1.143,1.35E-09,1.51E-11,42.01431,8.093036,0,58.872,1.87E+13,2.56E-13,2.1584103,1159.7123,2.1144009,0.054094452,19.4197,bcu
1858,4FGL J1323.9+1405,0.47,4.82E-10,6.14E-12,17.764574,29.391014,0.4568898,53.5257,1.41E+15,1.22E-12,1.8782538,3120.3005,1.7014786,0.13810633,NA,bll
1859,4FGL J1324.0-4330e,NA,3.69E-09,5.26E-11,35.68632,12.114493,0.052500293,10.8742,NA,NA,2.513078,553.6694,2.4709313,0.07840237,NA,RDG
1860,4FGL J1324.9+4748,2.26,2.13E-10,2.69E-12,11.315615,99.0213,1.0524584,NA,NA,NA,2.6739085,694.1647,2.6359885,0.05530411,20.6869,fsrq
1861,4FGL J1325.5-4300,0.0018,3.56E-09,6.38E-11,70.0893,18.019377,0.048952647,110.995,4.17E+12,7.83E-10,2.6352873,708.29974,2.6536648,-0.047105156,NA,RDG
1862,4FGL J1325.6-0227,0.8,1.39E-10,8.21E-13,5.9833636,10.985916,0.109710716,NA,NA,NA,1.8784953,3720.956,1.8180337,0.3515659,NA,bll
1863,4FGL J1326.1+1232,0.204153,1.07E-10,1.19E-12,4.6853876,8.763536,0,12.8902,4.90E+16,1.50E-12,1.9400831,3935.8835,1.4296815,0.36594322,NA,bll
1864,4FGL J1326.7-0503,1.882,5.68E-11,1.02E-12,4.1202784,7.187767,0,90.9679,4.17E+12,2.25E-13,1.6777644,12709.542,1.5748962,0.08173117,19.2142,fsrq
1865,4FGL J1326.9+2210,1.398,1.27E-09,1.76E-11,39.436157,178.3859,0.49846646,24.6241,3.02E+12,1.93E-12,2.492763,585.4688,2.3827784,0.11834725,19.0781,fsrq
1866,4FGL J1327.8+2522,NA,8.02E-11,1.26E-12,4.4069386,10.581162,0,12.4198,NA,NA,1.7917478,5786.7896,1.4608412,0.16305651,NA,bll
1867,4FGL J1328.5-4727,NA,7.89E-10,9.37E-12,17.655165,17.30432,0.2559401,99.6195,3.98E+15,1.52E-12,2.0099463,4629.1255,1.9983433,0.015391734,18.0408,bll
1868,4FGL J1328.6+1145,0.49,8.90E-11,9.37E-12,5.3555007,10.305738,0.32188326,40.1656,8.71E+16,1.21E-12,1.6977489,8730.99,1.4979415,0.1870225,19.510727,bll
1869,4FGL J1329.4-0530,0.575868,4.55E-10,5.17E-12,10.877703,6.4175873,0,NA,NA,NA,2.4138832,1657.6991,2.181841,0.43187362,NA,bcu
1870,4FGL J1330.2+7002,NA,3.27E-10,4.02E-12,18.04326,28.364637,0.39722082,49.2367,1.76E+16,5.10E-13,1.9665796,2478.0496,1.8873361,0.06588,18.3192,bll
1871,4FGL J1330.3+4441,NA,2.95E-10,3.17E-12,13.86338,10.046745,0.120435774,23.1371,2.24E+15,7.61E-13,2.0747738,1986.1969,1.912175,0.13600627,18.7377,bll
1872,4FGL J1330.4+3157,NA,1.16E-10,1.75E-12,5.2908874,10.747494,0.2618194,NA,2.75E+12,9.73E-13,2.496147,907.774,2.4068124,0.29632774,19.0507,bll
1873,4FGL J1330.7+5200,0.688,3.05E-10,4.37E-12,14.369121,20.02194,0.35561836,29.603,4.52E+12,5.94E-13,2.4678378,989.04034,2.445843,0.03455405,NA,bcu
1874,4FGL J1330.7+2933,NA,2.10E-10,2.25E-12,8.86218,75.25103,1.2480242,NA,1.64E+13,1.61E-13,2.4486427,1040.7184,2.4511025,0.27753147,NA,bcu
1875,4FGL J1331.0+3032,0.849934,1.69E-10,2.23E-12,7.6544194,6.0135903,0,10.1128,2.82E+12,1.17E-12,2.3888342,1279.7816,2.3279054,0.16500817,17.269,css
1876,4FGL J1331.0+5653,0.7,1.12E-10,1.35E-12,7.5684347,4.5998144,0,40.3392,NA,NA,1.8729216,4853.952,1.3789018,0.2817551,NA,bll
1877,4FGL J1331.2-1325,0.25,4.56E-10,9.47E-12,10.267677,29.981907,0.45554766,NA,8.71E+13,6.61E-13,2.5995944,1116.6945,2.4885461,0.22775152,NA,bll
1878,4FGL J1331.6+1711,NA,3.15E-10,4.20E-12,11.654157,12.681585,0.2211674,NA,2.88E+13,1.06E-12,2.350103,1146.485,2.3444166,0.007758072,18.3023,bll
1879,4FGL J1331.7-0343,1.352,1.28E-10,3.72E-12,5.4508033,18.46984,0.47731957,NA,4.47E+12,4.61E-13,2.9183896,485.87744,1.6186908,0.6955592,18.7718,fsrq
1880,4FGL J1331.7-0647,0.126187,1.63E-10,1.75E-12,6.1981397,7.5885143,0,NA,1.45E+14,9.33E-13,2.0101733,2893.3164,1.7874789,0.3021851,NA,bcu
1881,4FGL J1332.0-0509,2.15,2.65E-09,3.97E-11,54.49943,2172.3767,1.1746027,27.0286,4.85E+12,7.49E-12,2.5144165,522.88,2.3939517,0.1668687,18.5711,fsrq
1882,4FGL J1332.2+4722,0.6687,2.00E-10,3.00E-12,9.948708,38.202164,0.5990548,NA,4.47E+12,7.08E-13,2.6418126,711.5856,2.5962863,0.07236764,18.4659,fsrq
1883,4FGL J1332.6-1256,1.492,3.20E-09,3.03E-11,53.14259,670.3315,0.73389965,21.943,1.86E+12,4.93E-13,2.4186203,973.63794,2.4025974,0.13098975,19.7999,fsrq
1884,4FGL J1333.2+2725,0.731,4.62E-10,6.00E-12,18.679878,33.326553,0.3993166,20.9243,2.09E+12,1.39E-12,2.3151128,961.90283,2.2730188,0.057000455,19.7738,fsrq
1885,4FGL J1333.7+5056,1.362,9.71E-10,9.05E-12,35.347195,340.3786,0.777138,28.6338,3.63E+13,2.68E-13,2.3384774,764.23517,2.2536297,0.08960357,19.8072,fsrq
1886,4FGL J1334.1-3521,NA,8.51E-11,1.41E-12,4.619267,5.862172,0,46.8154,1.41E+15,1.16E-11,1.7090163,8844.442,1.6954094,0.006828632,17.7803,bcu
1887,4FGL J1334.5+5634,0.342578,1.10E-10,1.36E-12,5.8343887,11.647232,0.50624585,NA,2.75E+14,1.02E-12,2.360104,1707.3579,2.3710468,-0.03133685,18.3756,fsrq
1888,4FGL J1335.3-2949,0.25,3.12E-10,3.61E-12,11.501259,15.468119,0.36031696,29.7583,NA,NA,1.9710115,2843.8096,1.9533206,0.026918694,18.9904,bll
1889,4FGL J1336.2+2320,0.267,1.64E-10,2.17E-12,7.816115,17.412489,0.45556864,14.4459,1.05E+15,7.38E-13,1.9977722,2793.3296,1.6989238,0.23234841,NA,bll
1890,4FGL J1336.2+2053,NA,1.88E-10,1.90E-12,7.1245446,14.104693,0.30719662,13.0554,1.78E+13,2.23E-13,1.995592,2720.033,1.8798414,0.08037082,NA,bcu
1891,4FGL J1337.4+5502,1.099576,9.27E-11,1.84E-12,5.723602,28.518463,0.733074,NA,8.47E+12,6.19E-13,2.7583983,568.6129,2.7577019,0.020903395,17.8695,fsrq
1892,4FGL J1337.5-7802,NA,2.15E-10,2.61E-12,6.8107767,2.2221613,0,18.1494,NA,NA,2.1641173,2580.2737,2.0843358,0.09595282,NA,bcu
1893,4FGL J1337.6-1257,0.539,1.72E-09,1.94E-11,37.39877,95.44395,0.36706606,17.8623,3.02E+12,1.17E-11,2.4217038,754.0609,2.3047152,0.13841592,17.9459,fsrq
1894,4FGL J1337.9-1956,NA,1.36E-10,2.39E-12,4.015857,27.194899,0.7919691,NA,3.98E+13,6.91E-13,2.4884114,1258.1781,2.4639697,0.035462003,18.4826,bcu
1895,4FGL J1338.0+6534,0.946,1.72E-10,3.46E-12,9.914528,26.171915,0.5016638,NA,7.07E+12,5.17E-13,2.7232666,617.9033,2.6413794,0.12193084,19.685,fsrq
1896,4FGL J1338.9+1153,NA,4.48E-10,5.33E-12,15.874688,37.451157,0.5742113,23.0779,3.98E+14,1.05E-12,2.035152,2291.0825,2.0575585,-0.021880545,18.526,bll
1897,4FGL J1339.0-2400,0.657,7.35E-10,9.15E-12,20.78105,61.172806,0.504708,22.5287,3.43E+13,3.08E-12,2.3023615,1047.1942,2.258284,0.060525123,17.8469,bcu
1898,4FGL J1339.1-2620,1.51,2.76E-10,3.01E-12,9.011131,40.001072,0.73814094,NA,4.79E+12,1.04E-12,2.2433553,1545.7078,2.1654377,0.09882291,20.3997,fsrq
1899,4FGL J1339.9-0138,1.62,2.84E-10,1.78E-12,7.8392844,35.82159,0.78889173,NA,5.13E+12,4.51E-13,2.3094804,1256.1721,2.1177254,0.6797216,18.7636,fsrq
1900,4FGL J1340.0-1501,NA,1.11E-10,1.51E-12,5.9697866,10.030454,0,20.999,NA,NA,1.843921,6053.957,0.4223265,0.96198285,19.8835,bcu
